time,sym,bid,ask,bidSize,askSize
0D20:25:46.723497000,x3,299.9675,300.0426,19,298
0D20:25:46.762200000,x3,299.9919,300.0871,210,494
0D20:25:46.762206000,x3,299.9244,300.0124,193,364
0D20:25:46.882525000,x2,199.9404,200.0439,307,352
0D20:25:46.882530000,x2,199.9266,200.008,135,204
0D20:25:47.082895000,x3,299.927,300.0469,58,84
0D20:25:47.082899000,x3,299.9829,300.0167,406,357
0D20:25:47.152189000,x1,99.96927,100.0332,175,290
0D20:25:47.152195000,x1,99.92224,100.0987,274,67
0D20:25:47.663296000,x3,299.9799,300.0412,33,0
0D20:25:47.663305000,x3,299.9683,300.0917,37,46
0D20:25:47.832987000,x3,299.9922,300.0386,140,214
0D20:25:47.833003000,x3,299.9239,300.0517,466,265
0D20:25:48.082425000,x2,199.9158,200.0383,0,77
0D20:25:48.082432000,x2,199.9424,200.0963,89,337
0D20:25:48.282385000,x2,199.9067,200.0549,323,58
0D20:25:48.282390000,x2,199.9688,200.0194,427,243
0D20:25:48.302686000,x3,299.9546,300.0645,467,332
0D20:25:48.302691000,x3,299.9658,300.0475,425,82
0D20:25:48.342579000,x2,199.9366,200.0521,236,472
0D20:25:48.342596000,x2,199.9671,200.0078,347,239
0D20:25:48.373216000,x1,99.99607,100.006,248,474
0D20:25:48.373233000,x1,99.96106,100.061,423,60
0D20:25:48.463128000,x2,199.9111,200.0141,412,219
0D20:25:48.463146000,x2,199.9331,200.021,269,395
0D20:25:48.562913000,x1,99.93369,100.0839,247,230
0D20:25:48.562923000,x1,99.98444,100.0881,258,103
0D20:25:48.573800000,x3,299.9132,300.0466,295,162
0D20:25:48.573810000,x3,299.9992,300.0478,451,424
0D20:25:48.673062000,x2,199.9006,200.0213,278,194
0D20:25:48.673071000,x2,199.9932,200.0555,84,118
0D20:25:48.772555000,x3,299.9333,300.0233,226,409
0D20:25:48.772564000,x3,299.9253,300.094,75,333
0D20:25:48.892375000,x3,299.9784,300.056,241,66
0D20:25:48.892380000,x3,299.9398,300.0727,372,193
0D20:25:49.052542000,x2,199.9016,200.0617,211,335
0D20:25:49.052548000,x2,199.9961,200.0274,23,4
0D20:25:49.182793000,x3,299.9292,300.0354,248,386
0D20:25:49.182799000,x3,299.9263,300.0243,415,490
0D20:25:49.283092000,x1,99.99525,100.0027,136,318
0D20:25:49.283097000,x1,99.91118,100.0558,385,135
0D20:25:49.372308000,x3,299.9242,300.0297,185,355
0D20:25:49.372313000,x3,299.9995,300.0101,0,198
0D20:25:49.392356000,x2,199.9937,200.0897,452,102
0D20:25:49.392361000,x2,199.9955,200.0633,415,276
0D20:25:49.762802000,x3,299.9386,300.0474,283,387
0D20:25:49.762811000,x3,299.9545,300.0408,203,222
0D20:25:50.023035000,x2,199.9803,200.0325,11,79
0D20:25:50.023047000,x2,199.928,200.0825,328,56
0D20:25:50.122989000,x3,299.96,300.0554,180,261
0D20:25:50.122996000,x3,299.9152,300.0291,217,167
0D20:25:50.253006000,x1,99.93358,100.0485,376,375
0D20:25:50.253018000,x1,99.98826,100.0847,63,359
0D20:25:50.553497000,x1,99.97739,100.038,174,33
0D20:25:50.553503000,x1,99.98259,100.0694,273,278
0D20:25:50.612756000,x3,299.9277,300.0813,211,380
0D20:25:50.612761000,x3,299.9916,300.0234,371,223
0D20:25:50.642551000,x1,99.90193,100.0323,344,469
0D20:25:50.642556000,x1,99.93987,100.0103,222,423
0D20:25:50.652676000,x3,299.9736,300.0967,96,412
0D20:25:50.652681000,x3,299.9006,300.0986,142,289
0D20:25:50.872501000,x3,299.919,300.0471,329,383
0D20:25:50.872510000,x3,299.9171,300.0193,352,490
0D20:25:50.912598000,x2,199.9829,200.0954,372,140
0D20:25:50.912607000,x2,199.9321,200.0249,274,392
0D20:25:51.032261000,x2,199.9589,200.0239,435,397
0D20:25:51.032266000,x2,199.9705,200.0804,391,62
0D20:25:51.242831000,x1,99.92319,100.0528,71,460
0D20:25:51.242847000,x1,99.96359,100.0639,24,419
0D20:25:51.273165000,x2,199.9711,200.0342,59,56
0D20:25:51.273177000,x2,199.9361,200.0704,227,447
0D20:25:51.362729000,x3,299.9723,300.0408,20,397
0D20:25:51.362734000,x3,299.9573,300.0915,52,90
0D20:25:51.572388000,x2,199.9041,200.0263,120,473
0D20:25:51.572392000,x2,199.9644,200.0349,285,433
0D20:25:51.803264000,x2,199.9455,200.0079,159,388
0D20:25:51.803281000,x2,199.945,200.0821,72,76
0D20:25:51.823540000,x3,299.9079,300.0973,270,135
0D20:25:51.823557000,x3,299.9115,300.0881,177,170
0D20:25:51.932765000,x3,299.9256,300.0766,200,462
0D20:25:51.932773000,x3,299.9717,300.0825,39,215
0D20:25:52.112919000,x1,99.9641,100.0173,329,148
0D20:25:52.112926000,x1,99.98419,100.0216,482,95
0D20:25:52.133295000,x3,299.9984,300.0282,326,282
0D20:25:52.133300000,x3,299.9173,300.0781,63,104
0D20:25:52.172996000,x1,99.96844,100.0616,241,255
0D20:25:52.173001000,x1,99.93652,100.0263,447,54
0D20:25:52.223471000,x2,199.9637,200.0994,452,267
0D20:25:52.223487000,x2,199.9201,200.0877,368,283
0D20:25:52.303568000,x1,99.93451,100.037,30,360
0D20:25:52.303573000,x1,99.96269,100.048,306,340
0D20:25:52.324040000,x2,199.963,200.0146,418,366
0D20:25:52.324057000,x2,199.988,200.0236,494,113
0D20:25:52.473282000,x3,299.9473,300.0562,228,386
0D20:25:52.473300000,x3,299.9068,300.029,84,305
0D20:25:52.513250000,x3,299.9452,300.0161,28,188
0D20:25:52.513259000,x3,299.9701,300.0694,28,498
0D20:25:52.782647000,x3,299.9058,300.0786,329,352
0D20:25:52.782663000,x3,299.9628,300.0982,414,220
0D20:25:52.823199000,x1,99.96745,100.0169,333,297
0D20:25:52.823215000,x1,99.94913,100.0312,256,25
0D20:25:52.872400000,x3,299.9686,300.0232,382,281
0D20:25:52.872407000,x3,299.9696,300.0716,183,365
0D20:25:53.022501000,x1,99.98716,100.0634,278,482
0D20:25:53.022508000,x1,99.97725,100.0504,279,238
0D20:25:53.072536000,x3,299.9549,300.0259,69,338
0D20:25:53.072544000,x3,299.9319,300.0808,455,347
0D20:25:53.402274000,x2,199.9225,200.0961,408,108
0D20:25:53.402278000,x2,199.911,200.0898,226,333
0D20:25:53.573248000,x3,299.9097,300.046,113,350
0D20:25:53.573257000,x3,299.9742,300.0972,205,254
0D20:25:53.632671000,x2,199.9993,200.0511,204,41
0D20:25:53.632680000,x2,199.9934,200.0534,410,86
0D20:25:53.642862000,x1,99.91371,100.0072,228,122
0D20:25:53.642869000,x1,99.98363,100.0278,58,82
0D20:25:53.672445000,x3,299.9348,300.0005,249,166
0D20:25:53.672451000,x3,299.9196,300.0105,161,326
0D20:25:53.703161000,x2,199.9094,200.0534,43,365
0D20:25:53.703165000,x2,199.9626,200.0596,329,51
0D20:25:53.752294000,x2,199.92,200.0677,80,150
0D20:25:53.752300000,x2,199.9238,200.0014,42,48
0D20:25:53.803182000,x2,199.9554,200.0963,313,73
0D20:25:53.803189000,x2,199.9068,200.0734,148,14
0D20:25:53.832417000,x3,299.919,300.0711,435,55
0D20:25:53.832422000,x3,299.9423,300.0186,90,372
0D20:25:53.992858000,x1,99.94078,100.0884,169,334
0D20:25:53.992862000,x1,99.91542,100.0542,393,497
0D20:25:54.022610000,x1,99.96171,100.0978,10,398
0D20:25:54.022615000,x1,99.92011,100.0576,6,433
0D20:25:54.112446000,x2,199.9225,200.0587,297,110
0D20:25:54.112453000,x2,199.9953,200.0655,451,356
0D20:25:54.183016000,x1,99.90106,100.0807,306,53
0D20:25:54.183033000,x1,99.96006,100.0186,413,468
0D20:25:54.283262000,x3,299.928,300.0505,310,11
0D20:25:54.283274000,x3,299.9297,300.0576,390,158
0D20:25:54.372656000,x3,299.9944,300.0446,373,113
0D20:25:54.372660000,x3,299.9983,300.0273,119,67
0D20:25:54.552938000,x1,99.90035,100.0328,270,189
0D20:25:54.552945000,x1,99.93076,100.0472,119,133
0D20:25:54.603495000,x3,299.9258,300.0776,72,472
0D20:25:54.603500000,x3,299.9855,300.0612,215,364
0D20:25:54.622593000,x3,299.905,300.0855,162,268
0D20:25:54.622598000,x3,299.9192,300.0822,373,492
0D20:25:54.712885000,x1,99.92994,100.0739,114,416
0D20:25:54.712894000,x1,99.92097,100.0323,150,495
0D20:25:54.873206000,x2,199.966,200.0955,83,54
0D20:25:54.873217000,x2,199.9184,200.0633,492,213
0D20:25:54.933274000,x3,299.9861,300.0666,41,224
0D20:25:54.933283000,x3,299.9028,300.0671,320,446
0D20:25:55.002256000,x2,199.9755,200.0868,45,110
0D20:25:55.002261000,x2,199.9649,200.0535,335,288
0D20:25:55.233825000,x1,99.92914,100.0777,474,356
0D20:25:55.233841000,x1,99.9913,100.0535,370,66
0D20:25:55.252911000,x2,199.9657,200.0824,73,198
0D20:25:55.252926000,x2,199.9006,200.0315,195,411
0D20:25:55.304035000,x3,299.9041,300.0759,252,401
0D20:25:55.304051000,x3,299.9872,300.0017,4,367
0D20:25:55.403001000,x1,99.91282,100.0461,228,308
0D20:25:55.403018000,x1,99.90909,100.025,293,225
0D20:25:55.432605000,x2,199.9862,200.0609,58,211
0D20:25:55.432614000,x2,199.9167,200.0368,98,91
0D20:25:55.533802000,x1,99.94984,100.0432,60,399
0D20:25:55.533807000,x1,99.94418,100.0869,435,184
0D20:25:55.633273000,x3,299.9125,300.0007,288,24
0D20:25:55.633289000,x3,299.999,300.0732,126,197
0D20:25:55.743647000,x1,99.99483,100.0735,168,362
0D20:25:55.743663000,x1,99.91928,100.072,51,212
0D20:25:55.833342000,x3,299.9679,300.0816,383,19
0D20:25:55.833354000,x3,299.9137,300.0369,137,193
0D20:25:56.373874000,x2,199.9735,200.0769,377,99
0D20:25:56.373879000,x2,199.9646,200.0147,57,53
0D20:25:56.392659000,x2,199.9637,200.0903,35,468
0D20:25:56.392663000,x2,199.9373,200.0777,49,223
0D20:25:56.402577000,x2,199.9834,200.0011,32,471
0D20:25:56.402582000,x2,199.9304,200.0818,263,251
0D20:25:56.613744000,x3,299.936,300.0732,156,225
0D20:25:56.613754000,x3,299.96,300.0208,17,28
0D20:25:56.662562000,x3,299.9437,300.0947,259,88
0D20:25:56.662566000,x3,299.9501,300.0944,334,69
0D20:25:56.703414000,x2,199.9238,200.0431,223,464
0D20:25:56.703419000,x2,199.9107,200.0149,139,84
0D20:25:56.802977000,x3,299.9531,300.0738,104,294
0D20:25:56.802994000,x3,299.909,300.0469,4,65
0D20:25:56.882903000,x2,199.9313,200.0234,266,190
0D20:25:56.882915000,x2,199.9746,200.0091,262,265
0D20:25:57.053271000,x3,299.9668,300.069,114,282
0D20:25:57.053278000,x3,299.909,300.0355,434,408
0D20:25:57.072535000,x3,299.9529,300.0035,239,221
0D20:25:57.072540000,x3,299.9216,300.0367,199,18
0D20:25:57.232220000,x3,299.9706,300.0184,17,257
0D20:25:57.232238000,x3,299.9807,300.046,187,93
0D20:25:57.362570000,x2,199.9306,200.0984,274,456
0D20:25:57.362575000,x2,199.956,200.0561,378,272
0D20:25:57.502449000,x1,99.97052,100.026,480,304
0D20:25:57.502457000,x1,99.94895,100.0369,328,141
0D20:25:57.662582000,x3,299.9894,300.0503,88,115
0D20:25:57.662589000,x3,299.9723,300.0992,271,39
0D20:25:57.793077000,x1,99.901,100.0124,453,273
0D20:25:57.793083000,x1,99.95594,100.034,396,366
0D20:25:57.842952000,x1,99.94864,100.0129,395,139
0D20:25:57.842957000,x1,99.91626,100.0411,69,136
0D20:25:57.893074000,x1,99.97122,100.0447,118,170
0D20:25:57.893079000,x1,99.93681,100.0477,93,69
0D20:25:57.992719000,x3,299.9156,300.017,323,477
0D20:25:57.992724000,x3,299.9807,300.004,139,292
0D20:25:58.072416000,x3,299.9619,300.0682,198,482
0D20:25:58.072425000,x3,299.9922,300.0349,452,118
0D20:25:58.273546000,x3,299.9167,300.0865,328,244
0D20:25:58.273551000,x3,299.9169,300.0813,257,95
0D20:25:58.573068000,x1,99.93658,100.0974,11,303
0D20:25:58.573084000,x1,99.90231,100.032,128,325
0D20:25:58.882865000,x2,199.9216,200.0086,415,288
0D20:25:58.882875000,x2,199.9325,200.0045,307,475
0D20:25:58.892625000,x3,299.908,300.0104,107,59
0D20:25:58.892634000,x3,299.9426,300.0327,294,16
0D20:25:58.972775000,x3,299.9387,300.0475,233,67
0D20:25:58.972784000,x3,299.9092,300.0191,352,27
0D20:25:58.982863000,x3,299.9531,300.0878,58,192
0D20:25:58.982870000,x3,299.9399,300.0016,102,184
0D20:25:59.343395000,x2,199.9326,200.0448,238,145
0D20:25:59.343403000,x2,199.995,200.01,267,244
0D20:25:59.483022000,x1,99.91736,100.0801,334,335
0D20:25:59.483033000,x1,99.9802,100.0933,441,370
0D20:25:59.493574000,x3,299.9878,300.0802,247,52
0D20:25:59.493584000,x3,299.9217,300.0595,418,376
0D20:25:59.502921000,x3,299.9923,300.0807,215,1
0D20:25:59.502938000,x3,299.9382,300.0177,52,336
0D20:25:59.533285000,x2,199.9051,200.0802,287,222
0D20:25:59.533302000,x2,199.9147,200.0954,112,409
0D20:25:59.543866000,x2,199.9703,200.0558,192,373
0D20:25:59.543879000,x2,199.9323,200.0941,381,38
0D20:25:59.882679000,x3,299.9935,300.0811,357,205
0D20:25:59.882684000,x3,299.9415,300.0109,212,52
0D20:25:59.912277000,x1,99.90972,100.0937,268,307
0D20:25:59.912282000,x1,99.99173,100.0964,490,133
0D20:25:59.963479000,x3,299.9634,300.0251,105,130
0D20:25:59.963496000,x3,299.9733,300.0783,250,123
0D20:26:00.072850000,x2,199.9515,200.0306,142,157
0D20:26:00.072856000,x2,199.9614,200.0781,106,222
0D20:26:00.122788000,x1,99.92431,100.0016,493,119
0D20:26:00.122793000,x1,99.92156,100.0786,465,330
0D20:26:00.132670000,x3,299.9549,300.0375,442,274
0D20:26:00.132676000,x3,299.9446,300.0295,3,498
0D20:26:00.173310000,x3,299.9046,300.0554,8,313
0D20:26:00.173317000,x3,299.9179,300.0445,361,310
0D20:26:00.212520000,x3,299.9939,300.0035,350,110
0D20:26:00.212525000,x3,299.9274,300.0517,14,489
0D20:26:00.233200000,x3,299.9302,300.0051,268,256
0D20:26:00.233217000,x3,299.9326,300.003,430,177
0D20:26:00.292787000,x1,99.99298,100.0765,316,415
0D20:26:00.292796000,x1,99.96057,100.0663,93,41
0D20:26:00.542771000,x1,99.92994,100.0415,81,72
0D20:26:00.542777000,x1,99.91861,100.0121,101,53
0D20:26:00.573215000,x1,99.96939,100.0256,261,493
0D20:26:00.573222000,x1,99.93927,100.0046,77,27
0D20:26:00.752924000,x2,199.9814,200.0477,387,18
0D20:26:00.752929000,x2,199.9352,200.0796,246,122
0D20:26:00.783419000,x2,199.9069,200.0412,474,439
0D20:26:00.783425000,x2,199.9695,200.0779,191,484
0D20:26:00.822886000,x3,299.922,300.0383,253,160
0D20:26:00.822892000,x3,299.9816,300.0411,498,389
0D20:26:00.892940000,x1,99.90837,100.0211,464,123
0D20:26:00.892944000,x1,99.90423,100.0528,329,51
0D20:26:00.912575000,x3,299.9647,300.0476,378,393
0D20:26:00.912580000,x3,299.9379,300.0921,327,495
0D20:26:00.982756000,x1,99.98312,100.0275,447,360
0D20:26:00.982763000,x1,99.94565,100.0743,86,35
0D20:26:01.032811000,x2,199.9256,200.0831,22,143
0D20:26:01.032819000,x2,199.9207,200.0686,477,178
0D20:26:01.062810000,x3,299.9864,300.0794,224,168
0D20:26:01.062817000,x3,299.9393,300.0084,253,270
0D20:26:01.092741000,x2,199.9907,200.073,399,104
0D20:26:01.092749000,x2,199.9392,200.0517,144,468
0D20:26:01.132597000,x1,99.99269,100.0377,428,247
0D20:26:01.132602000,x1,99.97586,100.0943,432,223
0D20:26:01.172472000,x3,299.9346,300.0086,158,84
0D20:26:01.172477000,x3,299.9701,300.0536,221,191
0D20:26:01.182900000,x2,199.9834,200.0466,430,182
0D20:26:01.182905000,x2,199.9212,200.0762,458,166
0D20:26:01.222749000,x2,199.988,200.0459,259,473
0D20:26:01.222754000,x2,199.9202,200.0266,110,147
0D20:26:01.273283000,x3,299.9524,300.0168,159,206
0D20:26:01.273300000,x3,299.9602,300.0679,219,408
0D20:26:01.422579000,x2,199.9624,200.0459,395,286
0D20:26:01.422595000,x2,199.9976,200.0024,160,370
0D20:26:01.443434000,x2,199.9527,200.0998,485,301
0D20:26:01.443452000,x2,199.98,200.0714,230,395
0D20:26:01.463255000,x3,299.9547,300.0841,281,350
0D20:26:01.463272000,x3,299.9917,300.0247,24,400
0D20:26:01.483111000,x2,199.9031,200.0542,147,312
0D20:26:01.483124000,x2,199.9725,200.0321,409,321
0D20:26:01.692953000,x1,99.96034,100.0132,340,435
0D20:26:01.692958000,x1,99.95086,100.0346,219,236
0D20:26:01.833239000,x3,299.9249,300.0505,163,423
0D20:26:01.833255000,x3,299.9224,300.0412,498,331
0D20:26:01.843245000,x2,199.9239,200.0935,0,103
0D20:26:01.843262000,x2,199.9425,200.0465,191,74
0D20:26:01.853461000,x1,99.97627,100.0277,54,315
0D20:26:01.853478000,x1,99.91241,100.0195,44,278
0D20:26:02.123559000,x2,199.9861,200.0168,415,251
0D20:26:02.123564000,x2,199.9019,200.0724,496,353
0D20:26:02.212605000,x1,99.97098,100.0491,61,17
0D20:26:02.212608000,x1,99.98604,100.0967,21,312
0D20:26:02.232503000,x2,199.9558,200.0638,413,15
0D20:26:02.232508000,x2,199.9762,200.0922,152,163
0D20:26:02.242384000,x1,99.98957,100.0379,197,203
0D20:26:02.242402000,x1,99.93068,100.0112,412,49
0D20:26:02.293518000,x1,99.93608,100.0916,12,185
0D20:26:02.293531000,x1,99.91589,100.0616,412,138
0D20:26:02.332918000,x2,199.9798,200.0915,423,489
0D20:26:02.332928000,x2,199.9104,200.0285,302,442
0D20:26:02.392867000,x2,199.9303,200.0919,340,270
0D20:26:02.392884000,x2,199.9422,200.0945,123,313
0D20:26:02.462507000,x2,199.9364,200.0772,369,375
0D20:26:02.462512000,x2,199.9687,200.0735,456,204
0D20:26:02.522750000,x2,199.9034,200.0761,255,198
0D20:26:02.522755000,x2,199.9541,200.0867,225,253
0D20:26:02.602452000,x2,199.9096,200.0746,178,495
0D20:26:02.602459000,x2,199.9499,200.0446,420,159
0D20:26:02.802797000,x3,299.94,300.04,397,143
0D20:26:02.802802000,x3,299.9882,300.0388,479,171
0D20:26:02.832988000,x3,299.9722,300.0773,401,100
0D20:26:02.832993000,x3,299.9781,300.0444,224,52
0D20:26:02.873313000,x1,99.95844,100.0715,412,7
0D20:26:02.873327000,x1,99.96076,100.0161,288,495
0D20:26:02.993682000,x2,199.9242,200.0273,361,215
0D20:26:02.993698000,x2,199.967,200.0129,28,130
0D20:26:03.003175000,x1,99.94155,100.0268,465,8
0D20:26:03.003187000,x1,99.90903,100.0785,435,83
0D20:26:03.012910000,x2,199.9437,200.0831,49,102
0D20:26:03.012922000,x2,199.9972,200.0005,68,371
0D20:26:03.213183000,x1,99.91894,100.045,396,238
0D20:26:03.213192000,x1,99.9657,100.0494,349,442
0D20:26:03.353520000,x1,99.9663,100.0143,247,221
0D20:26:03.353528000,x1,99.96221,100.0095,426,356
0D20:26:03.373229000,x1,99.95533,100.075,307,108
0D20:26:03.373236000,x1,99.92704,100.0137,385,432
0D20:26:03.422803000,x3,299.9585,300.0721,81,216
0D20:26:03.422812000,x3,299.9853,300.0844,6,231
0D20:26:03.582779000,x1,99.98789,100.0975,430,80
0D20:26:03.582786000,x1,99.98058,100.0677,233,39
0D20:26:03.632538000,x2,199.941,200.0588,121,247
0D20:26:03.632543000,x2,199.9013,200.0064,129,138
0D20:26:03.732718000,x2,199.9533,200.0165,274,121
0D20:26:03.732723000,x2,199.9238,200.0726,426,264
0D20:26:03.992734000,x1,99.9079,100.0126,442,180
0D20:26:03.992739000,x1,99.95532,100.0821,260,272
0D20:26:04.022799000,x1,99.9756,100.0176,490,279
0D20:26:04.022804000,x1,99.95119,100.0751,403,179
0D20:26:04.103950000,x1,99.92294,100.0618,287,24
0D20:26:04.103963000,x1,99.98669,100.0505,380,423
0D20:26:04.372352000,x2,199.9392,200.084,253,51
0D20:26:04.372357000,x2,199.9114,200.0249,62,100
0D20:26:04.542943000,x3,299.904,300.0363,154,139
0D20:26:04.542948000,x3,299.9398,300.0989,227,445
0D20:26:04.683076000,x3,299.921,300.0224,280,203
0D20:26:04.683093000,x3,299.9085,300.0501,158,314
0D20:26:04.713021000,x3,299.9537,300.0955,34,104
0D20:26:04.713038000,x3,299.914,300.0604,246,379
0D20:26:04.833405000,x2,199.9582,200.0144,445,394
0D20:26:04.833417000,x2,199.9098,200.0366,232,108
0D20:26:04.862639000,x3,299.9246,300.0948,126,390
0D20:26:04.862649000,x3,299.9109,300.0988,278,390
0D20:26:04.912610000,x2,199.9916,200.0715,217,405
0D20:26:04.912614000,x2,199.9504,200.0902,374,201
0D20:26:04.992920000,x2,199.9718,200.0284,117,133
0D20:26:04.992928000,x2,199.979,200.0035,354,234
0D20:26:05.002532000,x1,99.93809,100.0569,328,17
0D20:26:05.002540000,x1,99.94498,100.0738,465,231
0D20:26:05.162519000,x2,199.9043,200.0449,37,178
0D20:26:05.162536000,x2,199.9949,200.0164,468,124
0D20:26:05.323576000,x3,299.9093,300.0627,316,25
0D20:26:05.323592000,x3,299.9582,300.0337,54,286
0D20:26:05.383160000,x2,199.9582,200.0623,364,125
0D20:26:05.383164000,x2,199.934,200.0274,233,278
0D20:26:05.582771000,x1,99.90366,100.0591,211,449
0D20:26:05.582782000,x1,99.99837,100.0272,165,390
0D20:26:06.033295000,x3,299.993,300.0173,404,186
0D20:26:06.033312000,x3,299.903,300.0204,59,263
0D20:26:06.152798000,x3,299.9037,300.0334,84,492
0D20:26:06.152808000,x3,299.9198,300.0178,136,214
0D20:26:06.213730000,x3,299.9049,300.0156,304,313
0D20:26:06.213747000,x3,299.9852,300.0866,229,481
0D20:26:06.292199000,x3,299.942,300.0838,370,68
0D20:26:06.292204000,x3,299.9769,300.0282,436,377
0D20:26:06.323684000,x3,299.9641,300.0855,296,34
0D20:26:06.323688000,x3,299.9374,300.0448,302,189
0D20:26:06.373054000,x3,299.9801,300.0953,320,417
0D20:26:06.373060000,x3,299.9956,300.031,493,82
0D20:26:06.603113000,x1,99.97213,100.0187,7,0
0D20:26:06.603129000,x1,99.98859,100.0987,201,11
0D20:26:06.663433000,x2,199.9555,200.0123,400,107
0D20:26:06.663441000,x2,199.9248,200.0677,14,38
0D20:26:06.723981000,x2,199.9212,200.01,44,469
0D20:26:06.723986000,x2,199.97,200.0438,325,430
0D20:26:06.952346000,x1,99.96461,100.0768,11,109
0D20:26:06.952352000,x1,99.90109,100.0571,149,14
0D20:26:06.972743000,x1,99.94574,100.0436,214,38
0D20:26:06.972749000,x1,99.96433,100.0858,317,330
0D20:26:06.982838000,x1,99.97068,100.0019,296,415
0D20:26:06.982860000,x1,99.93736,100.012,433,33
0D20:26:07.053494000,x3,299.9337,300.007,118,123
0D20:26:07.053509000,x3,299.9328,300.0547,446,358
0D20:26:07.073597000,x3,299.9014,300.0623,195,164
0D20:26:07.073601000,x3,299.9775,300.0705,353,200
0D20:26:07.083058000,x2,199.9321,200.0404,18,388
0D20:26:07.083063000,x2,199.9621,200.012,76,231
0D20:26:07.172958000,x3,299.9154,300.0412,296,3
0D20:26:07.172963000,x3,299.9354,300.0236,212,229
0D20:26:08.112746000,x2,199.9794,200.0684,246,377
0D20:26:08.112754000,x2,199.9654,200.0805,443,340
0D20:26:08.162973000,x1,99.96949,100.0016,218,281
0D20:26:08.162978000,x1,99.94064,100.0818,302,486
0D20:26:08.392135000,x2,199.9147,200.0191,462,424
0D20:26:08.392138000,x2,199.9485,200.0804,43,231
0D20:26:08.413052000,x1,99.92249,100.0365,238,323
0D20:26:08.413056000,x1,99.9321,100.0107,160,454
0D20:26:08.782767000,x3,299.9282,300.0793,329,450
0D20:26:08.782780000,x3,299.9038,300.0574,159,336
0D20:26:08.835184000,x1,99.96085,100.0123,203,440
0D20:26:08.835191000,x1,99.94578,100.0903,363,320
0D20:26:08.851844000,x3,299.9463,300.094,80,410
0D20:26:08.851853000,x3,299.9784,300.0722,397,489
0D20:26:09.002841000,x1,99.97529,100.0647,184,472
0D20:26:09.002850000,x1,99.95746,100.0087,474,175
0D20:26:09.232866000,x2,199.9232,200.0242,499,200
0D20:26:09.232871000,x2,199.9721,200.0086,366,227
0D20:26:09.263290000,x2,199.9905,200.0042,241,2
